MS DRG Code,MS DRG,MS DRG Description,CMS MS DRG Weight,Geometric Mean LOS,Arithmetic Mean LOS
734,"734 - PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITH CC/MCC","PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITH CC/MCC",2.2243,3.5,5.0
735,"735 - PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITHOUT CC/MCC","PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITHOUT CC/MCC",1.4136,1.7,2.0
736,736 - UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH MCC,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH MCC,4.2607,8.4,10.5
737,737 - UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH CC,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH CC,2.0581,4.2,4.9
738,738 - UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITHOUT CC/MCC,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITHOUT CC/MCC,1.4759,2.6,2.9
739,739 - UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH MCC,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH MCC,3.8240,6.6,9.5
740,740 - UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH CC,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH CC,1.8016,2.8,3.7
741,741 - UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITHOUT CC/MCC,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITHOUT CC/MCC,1.2799,1.6,1.9
742,742 - UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITH CC/MCC,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITH CC/MCC,1.7181,2.8,3.8
743,743 - UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,1.1328,1.7,1.9
744,"744 - D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITH CC/MCC","D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITH CC/MCC",1.7954,4.4,5.9
745,"745 - D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITHOUT CC/MCC","D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITHOUT CC/MCC",1.1700,2.2,2.6
746,"746 - VAGINA, CERVIX AND VULVA PROCEDURES WITH CC/MCC","VAGINA, CERVIX AND VULVA PROCEDURES WITH CC/MCC",1.6115,3.2,4.9
747,"747 - VAGINA, CERVIX AND VULVA PROCEDURES WITHOUT CC/MCC","VAGINA, CERVIX AND VULVA PROCEDURES WITHOUT CC/MCC",0.9391,1.5,1.8
748,748 - FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,1.3476,1.6,2.0
749,749 - OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITH CC/MCC,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITH CC/MCC,2.7138,5.6,7.7
750,750 - OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,1.4638,2.3,2.8
754,"754 - MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH MCC","MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH MCC",1.8262,5.0,7.0
755,"755 - MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH CC","MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH CC",1.1293,3.3,4.3
756,"756 - MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC","MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",0.9184,2.1,2.5
757,"757 - INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH MCC","INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH MCC",1.5247,4.7,6.3
758,"758 - INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH CC","INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH CC",0.9697,3.6,4.4
759,"759 - INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC","INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",0.6834,2.7,3.2
760,760 - MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITH CC/MCC,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITH CC/MCC,0.9201,2.6,3.4
761,761 - MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITHOUT CC/MCC,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITHOUT CC/MCC,0.5908,1.8,2.3
765,765 - CESAREAN SECTION W CC/MCC,CESAREAN SECTION W CC/MCC,1.1771,3.7,4.7
766,766 - CESAREAN SECTION W/O CC/MCC,CESAREAN SECTION W/O CC/MCC,0.8372,2.8,3.1
767,767 - VAGINAL DELIVERY W STERILIZATION &/OR D&C,VAGINAL DELIVERY W STERILIZATION &/OR D&C,0.9309,2.4,2.9
768,768 - VAGINAL DELIVERY WITH O.R. PROCEDURES EXCEPT STERILIZATION AND/OR D&C,VAGINAL DELIVERY WITH O.R. PROCEDURES EXCEPT STERILIZATION AND/OR D&C,1.1696,3.1,4.5
769,769 - POSTPARTUM AND POST ABORTION DIAGNOSES WITH O.R. PROCEDURES,POSTPARTUM AND POST ABORTION DIAGNOSES WITH O.R. PROCEDURES,1.6176,2.9,4.3
770,"770 - ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY","ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",0.8898,1.8,2.3
774,774 - VAGINAL DELIVERY W COMPLICATING DIAGNOSES,VAGINAL DELIVERY W COMPLICATING DIAGNOSES,0.8305,2.6,3.4
775,775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,0.6455,2.1,2.3
776,776 - POSTPARTUM AND POST ABORTION DIAGNOSES WITHOUT O.R. PROCEDURES,POSTPARTUM AND POST ABORTION DIAGNOSES WITHOUT O.R. PROCEDURES,0.7745,2.5,3.4
777,777 - ECTOPIC PREGNANCY,ECTOPIC PREGNANCY,0.8783,1.6,1.9
778,778 - THREATENED ABORTION,THREATENED ABORTION,0.6088,2.1,3.1
779,779 - ABORTION WITHOUT D&C,ABORTION WITHOUT D&C,1.0590,2.0,2.9
780,780 - FALSE LABOR,FALSE LABOR,0.4879,1.6,2
781,781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,0.8616,2.7,4.1
782,782 - OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS,OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS,0.6116,1.9,2.6
783,783 - CESAREAN SECTION WITH STERILIZATION WITH MCC,CESAREAN SECTION WITH STERILIZATION WITH MCC,1.8749,4.8,7.2
784,784 - CESAREAN SECTION WITH STERILIZATION WITH CC,CESAREAN SECTION WITH STERILIZATION WITH CC,1.0959,3.3,4.4
785,785 - CESAREAN SECTION WITH STERILIZATION WITHOUT CC/MCC,CESAREAN SECTION WITH STERILIZATION WITHOUT CC/MCC,0.9168,2.7,3.3
786,786 - CESAREAN SECTION WITHOUT STERILIZATION WITH MCC,CESAREAN SECTION WITHOUT STERILIZATION WITH MCC,1.5944,4.3,5.7
787,787 - CESAREAN SECTION WITHOUT STERILIZATION WITH CC,CESAREAN SECTION WITHOUT STERILIZATION WITH CC,1.0644,3.5,4.1
788,788 - CESAREAN SECTION WITHOUT STERILIZATION WITHOUT CC/MCC,CESAREAN SECTION WITHOUT STERILIZATION WITHOUT CC/MCC,0.8874,3.0,3.2
789,"789 - NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY","NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY",1.7200,1.8,1.8
790,"790 - EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE","EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE",5.6721,17.9,17.9
791,791 - PREMATURITY WITH MAJOR PROBLEMS,PREMATURITY WITH MAJOR PROBLEMS,3.8738,13.3,13.3
792,792 - PREMATURITY WITHOUT MAJOR PROBLEMS,PREMATURITY WITHOUT MAJOR PROBLEMS,2.3374,8.6,8.6
793,793 - FULL TERM NEONATE WITH MAJOR PROBLEMS,FULL TERM NEONATE WITH MAJOR PROBLEMS,3.9792,4.7,4.7
794,794 - NEONATE WITH OTHER SIGNIFICANT PROBLEMS,NEONATE WITH OTHER SIGNIFICANT PROBLEMS,1.4084,3.4,3.4
795,795 - NORMAL NEWBORN,NORMAL NEWBORN,0.1907,3.1,3.1
796,796 - VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH MCC,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH MCC,1.0708,3.6,5.7
797,797 - VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH CC,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH CC,0.9194,2.4,2.6
798,798 - VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITHOUT CC/MCC,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITHOUT CC/MCC,0.8275,2.1,2.3
799,799 - SPLENECTOMY WITH MCC,SPLENECTOMY WITH MCC,5.1474,7.8,10.7
800,800 - SPLENECTOMY WITH CC,SPLENECTOMY WITH CC,2.9539,5.0,6.4
801,801 - SPLENECTOMY WITHOUT CC/MCC,SPLENECTOMY WITHOUT CC/MCC,1.6840,2.6,3.1
802,802 - OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH MCC,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH MCC,3.7117,7.5,11.0
803,803 - OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH CC,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH CC,1.8865,3.9,5.2
804,804 - OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITHOUT CC/MCC,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITHOUT CC/MCC,1.3659,2.0,2.5
805,805 - VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MCC,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MCC,1.0299,2.9,4.0
806,806 - VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,0.7346,2.3,2.7
807,807 - VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITHOUT CC/MCC,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITHOUT CC/MCC,0.6423,2.1,2.3
808,808 - MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITH MCC,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITH MCC,2.1858,5.4,7.3
809,809 - MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITH CC,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITH CC,1.2234,3.5,4.4
810,810 - MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITHOUT CC/MCC,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITHOUT CC/MCC,0.9617,2.5,3.2
811,811 - RED BLOOD CELL DISORDERS WITH MCC,RED BLOOD CELL DISORDERS WITH MCC,1.3793,3.6,4.8
812,812 - RED BLOOD CELL DISORDERS WITHOUT MCC,RED BLOOD CELL DISORDERS WITHOUT MCC,0.8803,2.7,3.4
813,813 - COAGULATION DISORDERS,COAGULATION DISORDERS,1.5451,3.6,4.7
814,814 - RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH MCC,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH MCC,1.8917,4.5,6.5
815,815 - RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH CC,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH CC,0.9934,2.9,3.8
816,816 - RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITHOUT CC/MCC,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITHOUT CC/MCC,0.6611,2.2,2.6
817,817 - OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITH MCC,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITH MCC,2.3068,4.1,6.6
818,818 - OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITH CC,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITH CC,1.3598,3.0,4.2
819,819 - OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITHOUT CC/MCC,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITHOUT CC/MCC,0.9872,1.7,2.1
820,820 - LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH MCC,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH MCC,5.6917,10.6,14.7
821,821 - LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH CC,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH CC,2.1552,3.7,5.4
822,822 - LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITHOUT CC/MCC,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITHOUT CC/MCC,1.2515,1.8,2.3
823,823 - LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH MCC,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH MCC,4.5018,10.3,13.6
824,824 - LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH CC,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH CC,2.3644,5.3,7.1
825,825 - LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITHOUT CC/MCC,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITHOUT CC/MCC,1.4015,2.4,3.4
826,826 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITH MCC,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITH MCC,5.0445,9.9,13.5
827,827 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITH CC,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITH CC,2.5006,4.9,6.2
828,828 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITHOUT CC/MCC,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITHOUT CC/MCC,1.6740,2.8,3.4
829,829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WITH CC/MCC,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WITH CC/MCC,3.2084,6.2,9.0
830,830 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WITHOUT CC/MCC,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WITHOUT CC/MCC,1.4820,2.3,2.9
831,831 - OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH MCC,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH MCC,1.1218,3.4,4.7
832,832 - OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC,0.7783,2.5,4.0
833,833 - OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITHOUT CC/MCC,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITHOUT CC/MCC,0.5370,1.9,2.7
834,834 - ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITH MCC,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITH MCC,6.0522,10.0,16.6
835,835 - ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITH CC,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITH CC,2.1137,4.2,6.6
836,836 - ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITHOUT CC/MCC,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITHOUT CC/MCC,1.1735,2.7,3.9
837,837 - CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS OR WITH HIGH DOSE CHEMOTHERAPY AGENT WITH MCC,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS OR WITH HIGH DOSE CHEMOTHERAPY AGENT WITH MCC,5.6993,11.5,17.1
838,838 - CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC OR HIGH DOSE CHEMOTHERAPY AGENT,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC OR HIGH DOSE CHEMOTHERAPY AGENT,2.2602,5.5,7.3
839,839 - CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,1.4872,4.4,4.9
840,840 - LYMPHOMA AND NON-ACUTE LEUKEMIA WITH MCC,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH MCC,3.2205,6.7,9.6
841,841 - LYMPHOMA AND NON-ACUTE LEUKEMIA WITH CC,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH CC,1.6216,4.0,5.4
842,842 - LYMPHOMA AND NON-ACUTE LEUKEMIA WITHOUT CC/MCC,LYMPHOMA AND NON-ACUTE LEUKEMIA WITHOUT CC/MCC,1.0970,2.8,3.6
843,843 - OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH MCC,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH MCC,1.9076,5.3,7.3
844,844 - OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH CC,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH CC,1.1842,3.6,4.7
845,845 - OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITHOUT CC/MCC,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITHOUT CC/MCC,0.8489,2.6,3.4
846,846 - CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH MCC,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH MCC,2.6729,5.9,7.9
847,847 - CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC,1.3361,3.6,4.1
848,848 - CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,1.0323,3.0,3.5
849,849 - RADIOTHERAPY,RADIOTHERAPY,2.4936,6.2,9.3
853,853 - INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,4.9678,9.6,12.5
854,854 - INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH CC,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH CC,2.1222,5.3,6.6
855,855 - INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITHOUT CC/MCC,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITHOUT CC/MCC,1.5198,3.3,4.1
856,856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH MCC,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH MCC,4.6639,9.2,12.3
857,857 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH CC,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH CC,2.1024,5.4,6.7
858,858 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITHOUT CC/MCC,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITHOUT CC/MCC,1.3596,3.5,4.4
862,862 - POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITH MCC,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITH MCC,1.8967,5.0,6.7
863,863 - POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITHOUT MCC,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITHOUT MCC,1.0114,3.5,4.2
864,864 - FEVER AND INFLAMMATORY CONDITIONS,FEVER AND INFLAMMATORY CONDITIONS,0.8765,2.7,3.3
865,865 - VIRAL ILLNESS WITH MCC,VIRAL ILLNESS WITH MCC,1.4778,3.9,5.5
866,866 - VIRAL ILLNESS WITHOUT MCC,VIRAL ILLNESS WITHOUT MCC,0.8390,2.7,3.4
867,867 - OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH MCC,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH MCC,2.2371,5.5,7.6
868,868 - OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,1.0660,3.5,4.4
869,869 - OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITHOUT CC/MCC,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITHOUT CC/MCC,0.7285,2.5,3.0
870,870 - SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,6.4390,12.4,14.5
871,871 - SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,1.8722,4.8,6.2
872,872 - SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,1.0263,3.5,4.2
876,876 - O.R. PROCEDURES WITH PRINCIPAL DIAGNOSIS OF MENTAL ILLNESS,O.R. PROCEDURES WITH PRINCIPAL DIAGNOSIS OF MENTAL ILLNESS,3.2680,7.0,13.7
880,880 - ACUTE ADJUSTMENT REACTION AND PSYCHOSOCIAL DYSFUNCTION,ACUTE ADJUSTMENT REACTION AND PSYCHOSOCIAL DYSFUNCTION,0.8645,2.6,3.7
881,881 - DEPRESSIVE NEUROSES,DEPRESSIVE NEUROSES,0.8020,3.9,5.3
882,882 - NEUROSES EXCEPT DEPRESSIVE,NEUROSES EXCEPT DEPRESSIVE,0.8236,3.2,4.7
883,883 - DISORDERS OF PERSONALITY AND IMPULSE CONTROL,DISORDERS OF PERSONALITY AND IMPULSE CONTROL,1.5818,5.1,9.8
884,884 - ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,1.4473,4.5,7.3
885,885 - PSYCHOSES,PSYCHOSES,1.2394,5.9,8.8
886,886 - BEHAVIORAL AND DEVELOPMENTAL DISORDERS,BEHAVIORAL AND DEVELOPMENTAL DISORDERS,1.2237,4.3,7.6
887,887 - OTHER MENTAL DISORDER DIAGNOSES,OTHER MENTAL DISORDER DIAGNOSES,1.0798,3.0,4.7
894,"894 - ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA","ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA",0.5490,2.0,2.7
895,"895 - ALCOHOL, DRUG ABUSE OR DEPENDENCE WITH REHABILITATION THERAPY","ALCOHOL, DRUG ABUSE OR DEPENDENCE WITH REHABILITATION THERAPY",1.5992,8.9,11.9
896,"896 - ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITH MCC","ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITH MCC",1.7803,4.9,7.0
897,"897 - ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC","ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",0.8270,3.4,4.3
901,901 - WOUND DEBRIDEMENTS FOR INJURIES WITH MCC,WOUND DEBRIDEMENTS FOR INJURIES WITH MCC,4.2687,8.8,12.9
