Charge Code,Charge Description
7109,CHROMOSOME COUNT:ADDN CELLS
7110,CHROMOSOME STUDY:ADDN HI RES
7111,CYTO/MOLECULAR REPORT
7112,CYTOGENETIC STUDY
7113,"SURG PATH,GROSS,LEVEL I"
7114,"SURG PATH,LEVEL II"
7115,"SURG PATH,LEVEL III"
7116,"SURG PATH,LEVEL IV"
7117,"SURG PATH,LEVEL V"
7118,"SURG PATH,LEVEL VI"
7119,DECALCIFY TISSUE
7120,"SPECIAL STAINS,GROUP I"
7121,"SPECIAL STAINS,GROUP II"
7122,HISTOCHEMICAL STAIN
7123,CHEMICAL HISTOCHEMISTRY
7124,ENZYME HISTOCHEMISTRY
7125,MICROSLIDE CONSULT
7126,MICROSLIDE CONSULT W SLIDE PREP
7127,COMPREHENSIVE REVIEW OF DATA
7128,PATH CONSULT IN SURGERY
7129,"PATH CONSULT IN SURG,W FRZ SEC"
7130,"PATH CONSULT IN SURG,W ADDN FRZ SEC"
7131,IMMUNOCYTOCHEMISTRY
7132,"IMMUNOFLUORESCENT STUDY,DIRECT"
7133,"IMMUNOFLUORESCENT STUDY,INDIRECT"
7134,"ELECTRON MICROSCOPY,DIAGNOSTIC"
7135,SCANNING ELECTRON MICROSCOPY
7136,"ANALYSIS, SKELETAL MUSCLE"
7137,"ANALYSIS, NERVE"
7138,"ANALYSIS, TUMOR"
7139,NERVE TEASING PREPARATIONS
7140,TISSUE HYBRIDIZATION
7141,"PROTEIN, WESTERN BLOT TISSUE"
7142,PROTEIN ANALYSIS W/PROBE
7143,"MICRODISSECTION, LASER"
7144,SURGICAL PATH PROCEDURE UNLISTED
7145,"BILIRUBIN, TOTAL, TRANSCUTANEOUS"
7146,"CELL COUNT,MISC BODY FLUIDS"
7147,BODY FLUID CELL COUNT W DIFF
7148,"EXAM,SYNOVIAL FLUID CRYSTALS"
7149,SAMPLE INTESTINAL CONTENTS
7150,SAMPLE INTESTINAL CONTENTS
7151,SPECIMEN FAT STAIN
7152,STOMACH CONTENTS
7153,"STOMACH CONTENTS,POST STIM"
7154,"STOMACH CONTENTS,FRAC,1 HR"
7155,"STOMACH CONTENTS,FRAC,2 HR"
7156,"STOMACH CONTENTS,FRAC,2 HR W STIM"
7157,"STOMACH CONTENTS,FRAC,3 HR W STIM"
7158,EXAM FECES FOR MEAT FIBERS
7159,NASAL SMEAR FOR EOSINOPHILS
7160,CULTURE/FERTILIZATION OF OOCYTE
7161,CULTURE OOCYTE W/EMBRYOS
7163,EMBRYO HATCHING
7164,OOCYTE IDENTIFICATION
7165,PREPARE EMBRYO FOR TRANSFER
7167,SPERM IDENTIFICATION
7168,"CRYOPRESERVATION, EMBRYO"
7169,"CRYOPRESERVATION, SPERM"
7170,"SPERM ISOLATION, SIMPLE"
7171,"SPERM ISOLATION, COMPLEX"
7172,SPERM TISSUE IDENTIFY
7173,"SEMEN ANALYSIS,PRESENCE OR MOTIL"
7174,"SEMEN ANALYSIS,MOTIL & COUNT W/O HUHNER"
7175,"SEMEN ANALYSIS,VOLUME, COUNT, MOTILITY, DIFF"
7176,"SEMEN ANALYSIS, SPERM PRESENCE AND MOTILITY"
7177,SPERM ANTIBODY TEST
7178,SPERM EVALUATION TEST
7179,"EVALUATION, CERVICAL MUCUS"
7185,"HUMAN IG, IM"
7186,"HUMAN IG, IV"
7187,BOTULINUM ANTITOXIN
7188,"BOTULISM IG, IV"
7189,"CMV IG, IV"
7190,DIPHTHERIA ANTITOXIN
7191,"HEPB IG, IM"
7192,"RABIES IG, IM/SUBCUT"
7193,"RABIES IG, HEAT TREATED"
7194,"RSV-IGIM, IM"
7195,"RSV IG, IV"
7196,"RH IG, FULL-DOSE, IM"
7197,"RH IG, MINIDOSE, IM"
7198,"RH IG, IV"
7199,"TETANUS IG, IM"
7200,"VACCINA IG, IM"
7201,"VARICELLA-ZOSTER IG, IM"
7202,IMMUNE GLOBULIN
7203,"IMMUNIZ ADMIN,1 SINGLE/COMB VAC/TOXOID"
7204,"IMMUNIZ,ADMIN,EACH ADDL"
7205,"IMMUNIZ ADMIN,INTRANASAL/ORAL,1 VAC/TOX"
7206,"IMMUNIZ ADMIN,INTRANASAL/ORAL,EACH ADDL"
7207,"ADENOVIRUS VACCINE, TYPE 4"
7208,"ADENOVIRUS VACCINE, TYPE 7"
7209,"ANTHRAX VACCINE, SUBCUT"
7210,"BCG VACCINE, PERCUT"
7211,"BCG VACCINE, INTRAVESICAL"
7212,HEPA VACCINE ADULT IM
7213,HEPA VACCINE PED/ADOL-2 DOSE
7214,HEPA VACCINE PED/ADOL-3 DOSE
7215,HEPA/HEPB VACCINE ADULT IM
3631,SURG EXCISION OF ANAL LESION(S)
3632,"DESTRUCTION,ANAL LESION(S),EXTENSIVE"
3633,"DESTRUCTION HEMORRHOIDS,INTERNAL"
3634,"DESTRUCTION HEMORRHOIDS,EXTERNAL"
3635,"DESTRUCTION HEMORRHOIDS,INT/EXTERN"
3636,"CRYOTHERAPY RECTAL LESN,BENIGN"
3637,"CRYOTHERAPY RECTAL LESN,MALIGNANT"
3638,"CAUTERY ANAL FISSURE,INITIAL"
3639,"CAUTERY ANAL FISSURE, FOLOWUP"
3640,"LIGATE INTERN HEMORRHOIDS,SINGL PROC"
3641,"LIGATE INTERN HEMORRHOIDS,MULTI PROC"
3642,ANUS SURGERY PROCEDURE UNLISTED
3643,NEEDLE BIOPSY LIVER
3644,"NEEDLE BIOPSY LIVER,W OTHR PROC"
3645,"DRAINAGE OF LIVER LESION, OPEN"
3646,"DRAINAGE OF LIVER LESION, PERCUT"
3647,INJECT/ASPIRATE LIVER CYST/ABSCESS
3648,WEDGE BIOPSY OF LIVER
3649,"RESEC LIVER,PART LOBECTOMY"
3650,"RESEC LIVER,TRISEGMENTECTOMY"
3651,"RESEC LIVER,TOTAL LT LOBECTOMY"
3652,"RESEC LIVER,TOTAL RT LOBECTOMY"
3653,REMOVAL OF DONOR LIVER
3654,DELETED 2004
3655,"TRANSPLANT LIVER,ALLOTRANSPLANT"
3656,"TRANSPLANT LIVER,HETERTOPIC"
3657,MARSUPIALIZE LIVER CYST/ABSCESS
3658,REPAIR BLEED LIVER/SUTURE WOUND
3659,REPR BLEED LIVER/COMPLX SUTURE WND
3660,"EXPLOR LIVER WOUND,EXTENSIV DEBRIDE"
3661,"RE-EXPLORE LIVER WOUND,REMV PACKING"
3662,"LAP,ABLAT 1+ LIVER TUMOR(S),RADIOFREQ"
3663,"LAP,ABLAT 1+ LIVER TUMOR(S),CRYO"
3664,"UNLISTED LAPAROSCOPIC PROC, LIVER"
3665,"ABLAT,OPEN,1+ LIVER TUMOR(S),RADIOFREQ"
3666,"ABLAT,OPEN,1+ LIVER TUMOR(S),CRYO"
3667,"ABLAT,OPEN,1+ LIVER TUMOR(S),PERCUT RF"
3668,LIVER SURGERY PROCEDURE UNLISTED
3669,"INCISION OF LIVER DUCT/EXPLOR,DRAIN"
3670,"INCIS BILE DUCT/EXPL,DRAIN,REMV CALC"
3671,"INCIS BILE DUCT/SPHINC,EXPL/RMV CALC"
3672,INCISE BILE DUCT SPHINCTER
3673,"CHOLECYSTOSTOMY,EXPLOR/REMV CALC"
3674,"CHOLECYSTOSTOMY,PERCUT"
3675,INJECT PERCUT TRANSHEPAT CHOLANGIO
3676,INJECT THRU CHOLANGIO CATHETER
3677,INSERT PERCUT CATH BILE DUCT DRAIN
3678,INSERT PERCUT STENT BILE DUCT DRAIN
3679,CHANGE PERCUT BILE DUCT CATHETER
3680,"REVISE, REINSERT BILE TUBE"
3681,"BILE DUCT ENDOSCOPY,INTRAOPERATIVE"
3682,"BILIARY ENDOSCOPY PERCUT,DIAGNOSTIC"
3683,"BILIARY ENDOSCOPY PERCUT,BIOPSY"
3684,"BILIARY ENDOSCOPY,PERCUT,W/REM, STONE(S)"
3685,"BILIARY ENDOSCOPY PERCUT,DIL STRICT"
3686,"BILIARY ENDOSCOPY PERCUT,DIL+STENT"
3687,"LAP,W/CHOLANGIOGRAPHY,W/O BX"
3688,"LAP,W/CHOLANGIOGRAPHY,BIOPSY"
3689,"LAP,CHOLECYSTECTOMY"
3690,"LAP,CHOLECYSTECTOMY/GRAPH"
3691,"LAP,CHOLECYSTECTOMY/EXPLORE"
3692,"LAP,CHOLECYSTOENTEROSTOMY"
3693,"LAP,BILIARY TRACT,UNLISTED"
3694,REMOVAL GALLBLADDER
3695,REMV GALLBLADDER W CHOLANGIOGRAM
3696,"REMV GALLBLADDER,EXPLOR COMMON DUCT"
3697,"REMV GB,W CHOLEDOCHOENTEROSTOMY"
3698,"REMV GB,W TRANSDUOD SPHINCTEROTOMY"
3699,"REMOVE BILE DUCT STONE, PERCUT"
3700,EXPLOR CONG ATRESIA BILE DUCTS
3701,BILE DUCT REVISION
3702,"EXCIS BILE DUCT TUMOR,EXTRAHEPATIC"
3703,"EXCIS BILE DUCT TUMOR,INTRAHEPATIC"
3704,EXCISION CHOLEDOCHAL CYST
3706,CHOLECYSTOENTEROSTOMY
3707,CHOLECYSTOENTEROSTOMY+GASTROENTERO
3708,CHOLECYSTOENTEROSTOMY+ROUX-EN-Y
3709,CHOLECYSTOENTER+ROUX-EN-Y+GASTROENT
3710,ANAST EXTRAHEP DUCT TO GI TRACT
3711,ANAST INTRAHEP DUCT TO GI TRACT
3712,"ANAST,ROUX-EN-Y,EXTRAHEP TO GI TRCT"
3713,"ANAST,ROUX-EN-Y,INTRAHEP TO GI TRCT"
3714,"RECONSTR EXTRAHEP DUCTS,PLASTIC"
3715,"PLACEMENT, BILE DUCT STENT"
3716,U TUBE HEPATICOENTEROSTOMY
3717,"SUTURE EXTRAHEP BILE DUCT,INJURY"
3718,"BILE TRACT SURG PROC, UNLISTED"
3719,PLACE DRAIN ABD FOR PANCREATITIS
3720,PLACE DRAIN+OSTOMY FOR PANCREATITIS
3722,REMOVAL OF PANCREATIC STONE
3723,"BIOPSY,PANCREAS,OPEN"
3724,NEEDLE BIOPSY OF PANCREAS
3725,EXCISION OF PANCREAS LESION
3726,"PART REMV PANCREAS,DISTAL SUBTOTAL"
3727,"PART REMV PANC,DIST+ANAST PANC-JEJU"
3728,"PANCREATECTOMY,DISTAL+PRESERV DUOD"
3729,EXCISION AMPULLA VATER
3730,"PART REMV PANC,PROX+REMV DUOD+ANAST"
3731,"PART REMV PANC,PROX+REMV DUOD"
3732,"PART REMV PANC,PROX+PART DUOD+ANAST"
3733,"PART REMV PANC,PROX+PART REMV DUOD"
3734,"REMOVAL OF PANCREAS, TOTAL"
3735,"PANCREATECTOMY,W/AUTOLOGOUS TRANSPLANT"
3737,"INJECT INTRAOPER OF PANCREAS, ADD-ON"
3738,"MARSUPIALIZATION,CYST,PANCREAS"
3739,"EXTERN DRAIN PANC PSEUDOCYST,OPEN"
3740,"EXTERN DRAIN PANC PSEUDOCYST,PERCUT"
3741,"ANAST PANC CYST-BOWEL,DIRECT"
3742,"ANAST PANC CYST-BOWEL,ROUX-EN-Y"
3743,"PANCREATORRHAPHY,INJURY"
3744,"DUOD EXCLUS W/GASTROJEJUN,PANCREATIC INJ"
3745,DONOR PANCREATECTOMY
3746,TRANSPLANT ALLOGRAFT PANCREAS
3747,REMOVAL ALLOGRAFT PANCREAS
3748,PANCREAS SURGERY PROC UNLISTED
3749,EXPLORATORY OF ABDOMEN
3750,REOPEN RECENT ABD EXPLORATORY
3751,EXPLORATORY RETROPERITONEAL
3752,DRAIN ABD ABSCESS OPEN
3753,DRAIN ABD ABSCESS PERCUTANEOUS
3754,"DRAIN SUBDIAPH/SUBPHR ABSCESS,OPEN"
3755,"DRAIN SUBDIAPH/SUBPHR ABSCESS,PERCUT"
5374,X-RAY TEETH SINGLE
5375,X-RAY TEETH PARTIAL
5376,FULL MOUTH X-RAY OF TEETH
5377,X-RAY TMJ UNILAT
5378,X-RAY TMJ BILAT
5379,X-RAY TMJ ARTHROGRAM
5380,"MRI, TMJ"
5381,X-RAY HEAD FOR ORTHODONTIA
5382,PANORAMIC X-RAY OF JAWS
5383,X-RAY NECK SOFT TISSUE
5384,THROAT X-RAY & FLUOROSCOPY
5385,"SPEECH EVALUATION, COMPLEX"
5386,CONTRAST X-RAY OF LARYNX
5387,X-RAY SALIVARY GLAND
5388,X-RAY SIALOGRAM
5389,"CT SCAN,HEAD/BRAIN,W/O CONTRAST MATL"
5390,CT SCAN HEAD CONTRAST
5391,CT SCAN HEAD COMBO
5392,"CT SCAN,ORBIT/SELLA/POST FOSSA/EAR,W/O"
5393,CT SCAN SKULL CONTRAST
5394,CT SCAN SKULL COMBO
5395,"CT SCAN,MAXILLOFACIAL AREA,W/O CONTRAST"
5396,"CT SCAN, FACE/JAW CONTRAST"
5397,CT SCANS FACE/JAW COMBO
5398,"CT SCAN,SOFT TISSUE NECK,W/O CONTRAST"
5399,CT NECK TISSUE CONTRAST
5400,CT NECK TISSUE COMBO
5401,"CT ANGIO,HEAD COMBO,INCL IMAGE PROCESS"
5402,"CT ANGIO,NECK COMBO,INCL IMAGE PROCESS"
5403,"MRI, FACE, NECK"
5404,"MRI, FACE, NECK W/CONTRAST"
5405,"MRI, FACE, NECK, COMBO"
5406,"MR ANGIO, HEAD"
5407,"MR ANGIO, HEAD W/CONTRAST"
5408,"MR ANGIO, HEAD, COMBO"
5409,"MR ANGIO, NECK"
5410,"MR ANGIO, NECK W/CONTRAST"
5411,"MR ANGIO, NECK, COMBO"
5412,MRI BRAIN
5413,MRI BRAIN CONTRAST
5414,MRI BRAIN COMBO
5415,CHEST X-RAY 1 VW
5416,CHEST X-RAY STEREO PA
5417,CHEST X-RAY 2 VW
5418,CHEST X-RAY W APICAL LORD
5419,CHEST X-RAY W OBLIQUES
5420,CHEST X-RAY W FLUORO
5421,CHEST X-RAY 4 VW
5422,CHEST X-RAY 4 VW + FLUORO
5423,CHEST X-RAY SPEC VIEWS
5424,"BRONCHOGRAM, UNILAT"
5425,"BRONCHOGRAM, BILAT"
5426,X-RAY & PACEMAKER INSERTION
5427,X-RAY RIBS 2 VW UNILAT
5428,"X-RAY RIBS, CHEST 3+ VW"
5429,X-RAY RIBS 3 VW BILAT
5430,"X-RAY RIBS, CHEST 4+ VW"
5431,X-RAY STERNUM 2+ VW
5432,X-RAY STERNO-CLAVICLUAR JT
5433,"CT SCAN,THORAX,W/O CONTRAST"
5434,CAT SCAN OF CHEST CONTRAST
5435,CAT SCAN OF CHEST COMBO
5436,"CT ANGIO, CHEST, COMBO, INCL IMAGE PROC"
5437,"MRI, CHEST"
5438,"MRI, CHEST, W/CONTRAST"
5439,"MRI, CHEST, COMBO"
5440,MR ANGIO CHEST (MRA)
5441,X-RAY SPINE SURVEY
5442,X-RAY SPINE ONE VIEW
5443,X-RAY CERV SPINE 2 VW
5444,X-RAY CERV SPINE 4 VW
5445,X-RAY CERV SPINE 7 VW
5446,X-RAY TRUNK SPINE SCOLIOSIS
5447,X-RAY THORACIC SPINE 2 VW
5448,X-RAY THORACIC SPINE+SWIM 3 VW
5449,X-RAY THORACIC SPINE 4 VW
5450,X-RAY THOR-LUMB SP 2 VW
5451,X-RAY THOR-LUMB SP SCOLIOSIS
5452,X-RAY LUMBAR SPINE 2/3 VW
5453,X-RAY LUMBAR SPINE 4 VW
5454,X-RAY LUMBAR SPINE 6+ VW
5455,X-RAY LUMBAR SPINE FLEX/EXTEN
5456,"CT SCAN,CERVICAL SPINE,W/O CONTRAST"
5457,CT SCAN CERV SPINE CONTRAST
5458,CT SCAN CERV SP COMBO
5459,"CT SCAN,THORACIC SPINE,W/O CONTRAST"
5460,CT SCAN DORSAL SP CONTRAST
5461,CT SCAN DORSAL SP COMBO
5462,"CT SCAN,LUMBAR SPINE,W/O CONTRAST"
5463,CT SCAN LUMBAR SP CONTRAST
5464,CT SCAN LUMBAR SP COMBO
5465,"MRI, CERV SPINE"
5466,"MRI, CERV SPINE CONTRAST"
5467,"MRI, DORSAL SPINE"
5468,"MRI, DORSAL SPINE CONTRAST"
5469,"MRI, LUMBAR SPINE"
5470,"MRI, LUMBAR SPINE CONTRAST"
5471,"MRI, CERV SPINE COMBO"
5472,"MRI, DORSAL SPINE COMBO"
5473,"MRI,LUMBAR SPINE COMBO"
5474,MR ANGIO SPINE (MRA)
5475,X-RAY PELVIS 1/2 VW
5476,X-RAY PELVIS 3+ VW
5477,"CT ANGIO, PELVIS, COMBO, INCL IMAGE PROC"
5478,"CT SCAN,PELVIS,W/O CONTRAST"
5479,CT SCAN OF PELVIS CONTRAST
5480,CT SCAN OF PELVIS COMBO
5481,"MRI, PELVIS, W/O CONTRAST"
5482,"MRI, PELVIS W/CONTRAST"
5483,"MRI, PELVIS, COMBO"
5484,MR ANGIO PELVIS(MRA)
5485,X-RAY SACROILIAC JTS <3 VW
5486,X-RAY SACROILIAC JTS 3+ VW
5487,X-RAY SACRUM/COCCYX 2+ VW
5488,MYELOGRAPHY CERV SPINE
5489,MYELOGRAPHY THORAX SPINE
5490,MYELOGRAPHY LUMBAR SPINE
5491,MYELOGRAPHY OF ENTIRE SPINE
5492,"EPIDUROGRAPHY,SUPERV/INTERPRET"
5493,"X-RAY,C/T,DISK,SUPERV/INTERPRET"
5494,DISCOGRAPHY LUMBAR SPINE
5495,X-RAY CLAVICLE
5496,X-RAY SCAPULA
5497,X-RAY SHOULDER 1 VW
5498,X-RAY SHOULDER 2+ VW
5499,ARTHROGRAM OF SHOULDER
5500,X-RAY AC JTS
5501,X-RAY HUMERUS
5502,X-RAY ELBOW 2 VW
5503,X-RAY ELBOW 3+ VW
5504,ARTHROGRAM OF ELBOW
5505,X-RAY FOREARM 2 VW
5506,"X-RAY ARM, INFANT"
3756,"DRAIN RETROPERITONEAL ABSCESS,OPEN"
3757,"DRAIN RETROPERITONEAL ABSCESS,PERCUT"
3758,"DRAIN LYMPH-PERITONEAL CAVITY,OPEN"
3759,PUNCTURE PERITONEAL CAVITY
3760,SUBSEQ PUNCTURE PERIT CAVITY
3762,"PERCUT BIOPSY, ABDOMINAL MASS"
3765,EXCISE PRESACRAL/SACRAL TUMOR
3766,"STAGING CELIOTOMY,HODGKIN'S DIS/LYMPHOMA"
3767,EXCISION OF UMBILICUS
3768,REMOVAL OF OMENTUM
3769,"LAP,DIAGNOSTIC ABDOMEN"
3770,"LAP,DX SURGICAL ABD W/BIOPSY"
3771,"LAP,ABDOMEN,ASPIRATE CYST"
3772,"LAP,ABDOMEN,DRAIN LYMPHOCELE"
3773,"LAP,ABD/PERIT/OMENTUM,UNLIST"
3774,AIR/CONTRAST INJECT INTO ABDOMEN
3775,"INSERT ABDOM DRAIN/CATH,TEMPOR"
3776,"INSERT ABDOM DRAIN/CATH,PERMAN"
3777,REMOVE PERM CANNULA/CATHETER
3778,DRAINAGE CATHETER EXCHANGE
3779,"CONTRAST INJ,ABSCESS/CYST VIA CATH TUBE"
3780,INSERT ABDOMEN-VENOUS SHUNT
3781,REVISE ABDOMEN-VENOUS SHUNT
3782,INJECT ABDOMINAL-VENOUS SHUNT
3783,LIGATION OF ABD-VENOUS SHUNT
3784,REMOVAL OF ABD-VENOUS SHUNT
3785,"REPAIR ING HERNIA,PRETERM INFANT,REDUC"
3786,"REPAIR ING HERNIA,PRETERM INFANT,INCARC"
3787,"REPAIR ING HERNIA,FULL/PRETERM INF,REDUC"
3788,"REPAIR ING HERNIA,<6MO,STRANG"
3789,"REPAIR ING HERNIA,6MO-5YR,REDUC"
3790,"REPAIR ING HERNIA,6MO-5YR,STRANG"
3791,"REPAIR ING HERNIA,5+Y/O,REDUCIBL"
3792,"REPAIR ING HERNIA,5+Y/O,STRANG"
3793,"REPAIR RECURR INGUIN HERN,REDUCIBL"
3794,"REPAIR RECURR INGUIN HERN,STRANG"
3795,REPAIR SLIDING INGUINAL HERNIA
3796,REPAIR LUMBAR HERNIA
3797,"REPAIR FEMORAL HERNIA,REDUCIBLE"
3798,"REPAIR FEMORAL HERNIA,STRANG"
3799,"REPAIR RECURR FEMORAL HERNIA,REDUC"
3800,"REPAIR RECURR FEMORAL HERNIA,STRANG"
3801,"REPAIR INCISIONAL HERNIA,REDUCIBLE"
3802,"REPAIR INCISIONAL HERNIA,STRANG"
3803,"REPAIR RECURR INCIS HERNIA,REDUC"
3804,"REPAIR RECURR INCIS HERNIA,STRANG"
3805,IMPLANT MESH HERNIA REPAIR/DEBRIDEMENT CLOSURE
3806,"REPAIR EPIGASTRIC HERNIA,REDUC"
3807,"REPAIR EPIGASTRIC HERNIA,STRANG"
3808,"REPAIR UMBILICAL HERN,<5Y/O,REDUC"
3809,"REPAIR UMBILICAL HERN,<5Y/O,STRANG"
3810,"REPAIR UMBILICAL HERN,5+Y/O,REDUC"
3811,"REPAIR UMBILICAL HERN,5+Y/O,STRANG"
3812,REPAIR SPIEGELIAN HERNIA
3813,REPAIR SMALL OMPHALOCELE
3814,REPAIR LARGE OMPHALOCELE
3815,"REPAIR LARGE OMPHALOCELE,FINAL"
3816,"REPAIR OMPHALOCELE,FIRST STAGE"
3817,"REPAIR OMPHALOCELE,SECOND STAGE"
3818,"LAP,INGUINAL HERNIA REPR,INITIAL"
3819,"LAP,INGUINAL HERNIA REPR,RECUR"
3820,"LAP,HERNIA REPAIR PROC,UNLIST"
3821,SUTURE ABD WALL-DEHIS/EVISCER
3822,"OMENTAL FLAP,INTRA-ABDOMINAL"
3823,"FREE OMENTAL FLAP,MICROVASC ANAST"
3824,ABDOMEN SURGERY PROC UNLISTED
3825,EXPLORATION OF KIDNEY
3826,"DRAINAGE OF KIDNEY ABSCESS,OPEN"
3827,"DRAINAGE OF KIDNEY ABSCESS,PERCUT"
3828,DRAINAGE OF KIDNEY
3829,EXPLORATION OF KIDNEY
3830,REMOVAL OF KIDNEY STONE
3831,"REMV KID STONE,XTRA SURG OPERATN"
3832,"REMV KID STONE,CONGEN ANOMALY"
3833,"REMV KIDNEY STONE,STAGHORN"
3834,"PERCUT REMV KID STONE,UP TO 2 CM"
3835,"PERCUT REMV KID STONE,2+ CM"
3836,REVISE KIDNEY BLOOD VESSELS
3837,EXPLOR RENAL PELVIS
3838,EXPLOR/DRAIN RENAL PELVIS
3839,"EXPLOR/REMV STONE,RENAL PELVIS"
3840,"EXPLOR RENALPELVIS,COMPLICATED"
3841,"BIOPSY OF KIDNEY,PERCUTANEOUS"
3842,"BIOPSY OF KIDNEY,OPEN EXPOS"
3843,"REMV KIDNEY,W/RIB RESECTION"
3844,"REMV KIDNEY,COMPLICATED"
3845,"REMV KIDNEY,RADICAL"
3846,"REMV KIDNEY/URETER,SAME INCIS"
3847,"REMV KIDNEY/URETER,SEPAR INCIS"
3848,PARTIAL REMOVAL OF KIDNEY
3849,EXCIS/UNROOF RENAL CYST
3850,EXCIS/UNROOF PERIRENAL CYST
3851,"RMV,DONOR KIDNEY,CADAVER"
3852,"RMV,KIDNEY,DONOR,LIVING"
3853,REMOVAL OF RECIPIENT KIDNEY
3854,TRANSPLANTATION OF KIDNEY
3855,TRANSPLANT KIDNEY+RECIP NEPHREC
3856,REMOVE TRANSPLANTED KIDNEY
3857,REIMPLANTATION OF KIDNEY
3858,PERCUT DRAIN/INJECT RENAL CYST
3859,PERCUT INSERT KIDNEY CATH/DRAIN
3860,PERCUT INSERT URETERAL CATH/TUBE
3861,INJECTION THRU KIDNEY TUBE FOR XRAY
3862,PERCUT DILATN RENAL TRACT
3863,MEASURE KIDNEY PRESSURE THRU TUBE
3864,CHANGE KIDNEY CATH/TUBE
3865,"REVISION RENAL PELVIS,SIMPLE"
3866,"REVISION RENAL PELVIS,COMPLICATED"
3867,REPAIR OF KIDNEY WOUND
3868,CLOSE KIDNEY-SKIN FISTULA
3869,"REPAIR RENAL-ABD FISTULA,ABDOM"
3870,"REPAIR RENAL-ABD FISTULA,THORACIC"
3871,REVISION OF HORSESHOE KIDNEY
3872,"LAP,ABLATION OF RENAL CYSTS"
3873,"LAP,PYELOPLASTY"
3874,"LAP, RADICAL NEPHRECTOMY"
3875,NEPHRECTOMY
3876,"LAP,DONOR KIDNEY REMOV,LIVING"
3877,"NEPHRECTOMY, W/PART. URETECTOMY"
3878,"LAP,RENAL PROCEDURE,UNLISTED"
3879,RENAL ENDOSCOPY
3880,"RENAL ENDOSCOPY,CATH URETER"
3881,"RENAL ENDOSCOPY,BIOPSY"
5507,X-RAY WRIST 2 VW
5508,X-RAY WRIST 3+ VW
5509,ARTHROGRAM OF WRIST
5510,X-RAY HAND 2 VW
5511,X-RAY HAND 3+ VW
5512,X-RAY EXAM OF FINGER(S)
5513,"CT SCAN,UPPER EXTREMITY,W/O CONTRAST"
5514,CT SCAN OF ARM CONTRAST
5515,CT SCAN OF ARM COMBO
5516,"CT ANGIO,UPPER EXTREM,COMBO"
5517,"MRI, UPPER EXTREM"
5518,"MRI, UPPER EXTREM W/CONTRAST"
5519,"MRI UPPER EXTR, W/O FOL W/CONT"
5520,"MRI, JOINT UPPER EXTREM"
5521,"MRI, JOINT UPPER EXTREM W/CONTRAST"
5522,"MRI, JOINT UPPER EXTREM COMBO"
5523,MR ANGIO UPPER EXTREM
5524,X-RAY HIP UNILAT 1 VW
5526,X-RAY HIPS 4 VW + PELVIS
5527,ARTHROGRAM OF HIP
5528,X-RAY HIP OPERATV
5529,X-RAY PELVIS/HIPS CHILD/INFANT
5530,"X-RAY,SACROLIAC JT,SUP/INTRPRT"
5532,X-RAY KNEE 1 OR 2 VIEW
5533,X-RAY KNEE 3 VIEW
5534,X-RAY KNEE 4+ VIEW
5535,X-RAY KNEE BILAT STANDING
5536,ARTHROGRAM OF KNEE JOINT
5537,"X-RAY TIB + FIB, 2VW"
5538,"X-RAY LEG, INFANT"
5539,X-RAY ANKLE 2 VW
5540,X-RAY ANKLE 3+ VW
5541,ARTHROGRAM OF ANKLE
5542,X-RAY FOOT 2 VW
5543,X-RAY FOOT 3+ VW
5544,X-RAY HEEL
5545,X-RAY TOE(S)
5546,"CT SCAN,LOWER EXTREMITY,W/O CONTRAST"
5547,CT SCAN OF LEG CONTRAST
5548,CT SCAN OF LEG COMBO
5549,"CT ANGIO,LOWER EXTREM,COMBO,IMAGE PRC"
5550,"MRI, LOWER EXTREM"
5551,"MRI, LOWER EXTREM W/CONTRAST"
5552,"MRI, LOWER EXTR, W/O CONTRAST F/U BY CONTRAST"
5553,"MRI LOWER EXTREM JT, W/O CONTRAST"
5554,"MRI, JOINT OF LEG W/CONTRAST"
5555,"MRI, JOINT OF LEG. COMBO"
5556,MR ANGIO LOWER EXTREM (MRA)
5557,X-RAY ABDOMEN 1 VW
5558,X-RAY ABDOMEN 1+ VW
5559,X-RAY ABDOMEN 2 VW
5560,"X-RAY ABDOMEN,COMP ACUTE SERIES"
5561,"CT SCAN,ABDOMEN,W/O CONTRAST"
5562,CT SCAN OF ABDOMEN CONTRAST
5563,CT SCAN OF ABDOMEN COMBO
5564,"CT ANGIO, ABD, COMBO,INCL IMAGE PROC"
5565,"MRI, ABDOMEN (MRI)"
5566,"MRI, ABDOMEN W/CONTRAST"
5567,"MRI, ABDOMEN, COMBO"
5568,MR ANGIO ABDOMEN (MRA)
5569,X-RAY PERITONEUM
5570,CONTRAST XRAY THROAT/CERV ESOPHA
5571,ESOPHAGRAM
5572,"SWALLOWING FCN,W/CINE &/OR VIDEO"
5573,REMOVE ESOPHAGUS OBSTRUCTION
5574,XRAY UPPER GI TRACT
5575,XRAY UPPER GI TRACT + KUB
5576,"XRAY UPPER GI TRACT,W/SMALL INTEST,F/T"
5577,XRAY UPPER GI AIR CONTRAST
5578,XRAY UPPER GI AIR CONTRAST+KUB
5579,"X-RAY,UPPER GI TRACT W/CONT,SMALL INTEST"
5580,"X-RAY,SMALL BOWEL,W/MULT SERIAL FILMS"
5581,X-RAY SMALL BOWEL ENTEROCLYSIS
